variante,escenario,tamanio,instancia,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial
BASE,N025-I03,25,3,6,48,GENETICO,122.6979,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,6,48,RECOCIDO_SIMULADO,29.8837,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,213.072462
BASE,N025-I03,25,3,7,49,RECOCIDO_SIMULADO,28.6962,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,185.280178
BASE,N025-I03,25,3,7,49,GENETICO,445.5547,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,8,50,GENETICO,214.4813,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,8,50,RECOCIDO_SIMULADO,27.089,4021,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,151.938361
BASE,N025-I03,25,3,9,51,RECOCIDO_SIMULADO,29.2987,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,205.645468
BASE,N025-I03,25,3,9,51,GENETICO,117.7984,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,10,52,GENETICO,237.9929,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,10,52,RECOCIDO_SIMULADO,28.6556,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,179.513427
BASE,N025-I03,25,3,11,53,RECOCIDO_SIMULADO,28.6726,4381,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,241.491939
BASE,N025-I03,25,3,11,53,GENETICO,207.5887,9060,12031.985,415.318333,116.166667,0,0,true,true,68,52.941176,11000,1582,28.676471,
BASE,N025-I03,25,3,12,54,GENETICO,407.3457,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,10984,1580,28.676471,
BASE,N025-I03,25,3,12,54,RECOCIDO_SIMULADO,28.3445,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,211.259999
BASE,N025-I03,25,3,13,55,RECOCIDO_SIMULADO,31.0047,4501,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,269.280247
BASE,N025-I03,25,3,13,55,GENETICO,322.2793,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,14,56,GENETICO,123.0622,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,14,56,RECOCIDO_SIMULADO,28.9736,4221,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,191.473286
BASE,N025-I03,25,3,15,57,RECOCIDO_SIMULADO,28.0539,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,203.867255
BASE,N025-I03,25,3,15,57,GENETICO,248.1985,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,16,58,GENETICO,256.7036,9060,12032.235,415.568333,116.166667,0,0,true,true,68,52.941176,10832,1536,28.676471,
BASE,N025-I03,25,3,16,58,RECOCIDO_SIMULADO,27.8128,4101,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,167.84609
BASE,N025-I03,25,3,17,59,RECOCIDO_SIMULADO,28.7618,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,208.694357
BASE,N025-I03,25,3,17,59,GENETICO,267.0349,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,18,60,GENETICO,516.327,9060,12031.485,414.818333,116.166667,0,0,true,true,68,52.941176,11416,1634,28.676471,
BASE,N025-I03,25,3,18,60,RECOCIDO_SIMULADO,29.0551,4341,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,229.346791
BASE,N025-I03,25,3,19,61,RECOCIDO_SIMULADO,28.7485,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,186.006019
BASE,N025-I03,25,3,19,61,GENETICO,406.5963,9060,12032.4,415.733333,116.166667,0,0,true,true,68,52.941176,10788,1536,28.676471,
BASE,N025-I03,25,3,20,62,GENETICO,414.8895,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,20,62,RECOCIDO_SIMULADO,28.2238,4301,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,213.473978
BASE,N025-I03,25,3,21,63,RECOCIDO_SIMULADO,28.8962,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,185.058774
BASE,N025-I03,25,3,21,63,GENETICO,239.0038,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,22,64,GENETICO,134.9035,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
