variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,costo,11107.306667,10740,597.242207,10088,13136
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1575.72,1536,99.601631,1352,1874
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,objetivo,88172.320678,84070.665,9458.392033,80055.035,106671.755
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,tiempoMs,26.086297,26.0701,0.889089,24.4375,31.6471
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,evaluaciones,2430.866667,2421,51.591928,2301,2541
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,27.92,28,1.807962,34,26
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.548804,12.903226,3.239751,17.647059,7.142857
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,864.623267,825.518333,93.355797,784.448333,1047.276667
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1709.994011,1722.789167,144.321385,1518.831667,1965.873333
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,costo,16271.106667,16585,1375.993592,14324,20162
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2427.093333,2433,224.277343,2112,3042
SA_ENF090,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,objetivo,13856.410511,11841.03,4377.422711,11175.046667,22637.931667
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,tiempoMs,68.762391,68.6627,2.665885,62.4863,78.6914
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,evaluaciones,10698.333333,10701,376.195484,9821,11541
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,cumplimientoPct,59.306667,56,7.653526,68,48
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,31.689638,27.272727,12.469098,52.941176,15.384615
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,133.793722,114.093333,43.131134,106.766667,220.238333
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,477.038289,432.1225,72.382498,416.048333,617.698333
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,costo,11105.386667,10740,648.901144,9728,13096
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1576.346667,1536,104.928674,1304,1882
SA_ENF098,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,objetivo,87949.261367,83754.116667,9489.299145,79892.315,106494.261667
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,tiempoMs,125.281413,125.29705,3.125256,117.2026,134.9925
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,evaluaciones,12168.2,12181,264.044739,11461,12741
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.173333,28,2.071691,32,24
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,13.012997,14.705882,3.615305,17.647059,7.142857
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,862.414844,822.296667,93.678802,782.828333,1045.461667
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1707.776922,1723.220833,142.894703,1516.353333,1959.633333
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,costo,16533.466667,16370,1020.851721,14144,18982
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2493.96,2467,167.857157,2074,2912
SA_ENF098,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,objetivo,13864.230389,11841.03,4382.484191,11175.046667,22634.836667
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,tiempoMs,23.42235,23.7131,2.098848,14.0904,28.5514
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,evaluaciones,3525.266667,3541,314.000698,2101,4101
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,cumplimientoPct,59.333333,56,7.620765,68,44
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,31.739312,27.272727,12.478691,52.941176,15.384615
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,133.8684,114.093333,43.178514,106.766667,220.253333
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,477.390389,431.696667,72.66026,416.048333,619.433333
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,costo,11103.213333,10740,661.128378,9086,13066
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1574.8,1536,108.576883,1242,1878
SA_ACEP04,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,objetivo,88065.935467,83901.3475,9467.222444,79978.23,106604.498333
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,tiempoMs,44.910017,45.04525,1.585086,37.6978,48.0755
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,evaluaciones,4278.6,4301,132.663373,3701,4541
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.053333,28,2.019325,32,24
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.851949,14.285714,3.501458,17.647059,7.142857
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,863.554833,823.755833,93.461867,783.671667,1046.425
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1710.452133,1725.280833,142.674974,1515.563333,1961.998333
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,costo,16722.16,16602,1164.119404,14324,19920
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2509.666667,2476,195.239645,2092,3090
SA_ACEP04,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,objetivo,13864.113633,11841.03,4384.157464,11175.046667,22638.475
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,tiempoMs,32.862897,32.7024,1.034372,30.907,36.8084
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,evaluaciones,5053,5061,122.698955,4821,5341
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,cumplimientoPct,59.386667,56,7.554533,68,48
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,31.822972,27.272727,12.450178,52.941176,15.384615
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,133.867189,114.093333,43.194422,106.766667,220.246667
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,477.394744,431.696667,72.734509,416.048333,625.038333
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
SA_ACEP08,RECOCIDO_SIMULADO,25,150,100,costo,11114.026667,10740,656.316178,9712,12924
