variante,escenario,algoritmo,repeticion,semilla,iteracion,evaluaciones,mejor_F
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,38,1621,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,39,1661,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,40,1701,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,41,1741,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,42,1781,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,43,1821,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,44,1861,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,45,1901,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,46,1941,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,47,1981,22682.211667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,48,2021,22682.211667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,49,2061,22678.776667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,50,2101,22678.776667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,51,2141,22678.776667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,52,2181,22646.511667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,53,2221,22646.511667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,54,2261,22644.216667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,55,2301,22642.581667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,56,2341,22642.581667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,57,2381,22642.581667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,58,2421,22642.581667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,59,2461,22610.966667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,60,2501,22609.006667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,61,2541,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,62,2581,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,63,2621,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,64,2661,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,65,2701,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,66,2741,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,67,2781,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,68,2821,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,69,2861,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,70,2901,22608.251667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,71,2941,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,72,2981,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,73,3021,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,74,3061,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,75,3101,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,76,3141,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,77,3181,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,78,3221,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,79,3261,22607.956667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,80,3301,22607.461667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,81,3341,22607.161667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,82,3381,22607.161667
