variante,escenario,tamanio,instancia,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial
BASE,N025-I03,25,3,7,784,RECOCIDO_SIMULADO,29.1243,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,198.373805
BASE,N025-I03,25,3,7,784,GENETICO,303.9268,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,8,785,GENETICO,196.1521,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,8,785,RECOCIDO_SIMULADO,28.2549,4381,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,236.661243
BASE,N025-I03,25,3,9,786,RECOCIDO_SIMULADO,28.0973,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,182.711571
BASE,N025-I03,25,3,9,786,GENETICO,334.3873,9060,12031.485,414.818333,116.166667,0,0,true,true,68,52.941176,11416,1634,28.676471,
BASE,N025-I03,25,3,10,787,GENETICO,162.4455,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,10,787,RECOCIDO_SIMULADO,27.7243,4341,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,221.089442
BASE,N025-I03,25,3,11,788,RECOCIDO_SIMULADO,31.0994,4341,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,221.769382
BASE,N025-I03,25,3,11,788,GENETICO,133.3515,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,12,789,GENETICO,415.1307,9060,12031.685,415.018333,116.166667,0,0,true,true,68,52.941176,10632,1536,28.676471,
BASE,N025-I03,25,3,12,789,RECOCIDO_SIMULADO,27.8485,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,180.984973
BASE,N025-I03,25,3,13,790,RECOCIDO_SIMULADO,28.1806,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,182.153912
BASE,N025-I03,25,3,13,790,GENETICO,446.9916,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,14,791,GENETICO,128.11,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,14,791,RECOCIDO_SIMULADO,29.1988,4341,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,226.980633
BASE,N025-I03,25,3,15,792,RECOCIDO_SIMULADO,27.6765,4341,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,219.297995
BASE,N025-I03,25,3,15,792,GENETICO,113.5873,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,16,793,GENETICO,369.1241,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,16,793,RECOCIDO_SIMULADO,28.18,4421,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,253.033939
BASE,N025-I03,25,3,17,794,RECOCIDO_SIMULADO,29.0079,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,198.037133
BASE,N025-I03,25,3,17,794,GENETICO,317.8143,9060,12032.235,415.568333,116.166667,0,0,true,true,68,52.941176,10832,1536,28.676471,
BASE,N025-I03,25,3,18,795,GENETICO,322.6213,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,18,795,RECOCIDO_SIMULADO,27.6038,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,206.467442
BASE,N025-I03,25,3,19,796,RECOCIDO_SIMULADO,28.4311,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,204.663052
BASE,N025-I03,25,3,19,796,GENETICO,353.7012,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,10984,1580,28.676471,
BASE,N025-I03,25,3,20,797,GENETICO,392.2179,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10308,1468,28.676471,
BASE,N025-I03,25,3,20,797,RECOCIDO_SIMULADO,27.0055,4141,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,172.046229
BASE,N025-I03,25,3,21,798,RECOCIDO_SIMULADO,30.0743,4541,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,289.496255
BASE,N025-I03,25,3,21,798,GENETICO,160.584,9060,12032.22,415.553333,116.166667,0,0,true,true,68,52.941176,10836,1536,28.676471,
BASE,N025-I03,25,3,22,799,GENETICO,216.7736,9060,12032.235,415.568333,116.166667,0,0,true,true,68,52.941176,10832,1536,28.676471,
